POINT(47.0269702 9.4475641),120.0
POINT(47.4188643 8.6241385),230.0
POINT(46.0950329 8.925148),1600.0
POINT(47.3733318 8.519428),6500.0
POINT(47.5512484 7.6033014),240.0
POINT(47.4165597 8.6245332),3600.0
POINT(47.403618 8.4026849),282.0
POINT(47.1306021 9.0584259),500.0
POINT(47.1306021 9.0584259),500.0
POINT(46.5231806 6.6368825),2190.0
POINT(46.5231806 6.6368825),910.0
POINT(47.1812615 8.8975513),1650.0
POINT(47.1481489 8.4315782),121.0
POINT(47.1481489 8.4315782),125.0
POINT(47.1204965 7.9895846),540.0
POINT(47.5623524 8.0600539),690.0
POINT(47.4890242 9.2331165),80.0
POINT(46.532113 6.6544921),144.0
POINT(46.7892871 6.5211676),3500.0
POINT(46.0201472 8.9327655),2640.0
POINT(47.1340088 7.2434047),3000.0
POINT(46.2363028 6.1261161),2100.0
POINT(46.2104947 6.1475126),3808.0
POINT(46.9452893 7.4277833),500.0
POINT(46.4298411 6.2523091),1800.0
POINT(46.3818391 6.2356537),1200.0
POINT(46.9379963 9.0167514),700.0
POINT(47.500992 8.0331507),2750.0
POINT(47.0007261 7.4576405),2000.0
POINT(47.207311 9.4919013),125.0
POINT(47.3740497 9.1987408),1200.0
POINT(46.0201472 8.9327655),2300.0
POINT(47.1571841 8.1117722),450.0
POINT(46.8159765 7.1347926),130.0
POINT(46.2009522 6.1303192),2000.0
POINT(46.2069722 6.1416094),150.0
POINT(46.46099 6.8408996),2758.0
POINT(46.9409626 7.4316278),880.0
POINT(47.5620096 7.5679085),100.0
POINT(47.5544839 7.6103617),2670.0
POINT(47.4907789 7.5827696),400.0
POINT(47.6892356 8.6312723),1200.0
POINT(47.4162905 8.6224153),170.0
POINT(47.5282924 9.3700652),540.0
POINT(46.1701504 8.7984784),3900.0
POINT(47.548648 7.5471386),2190.0
POINT(47.3758282 8.5212863),350.0
POINT(47.4082237 8.5683675),130.0
POINT(47.4082237 8.5683675),120.0
POINT(47.4082237 8.5683675),60.0
POINT(47.3614436 8.5600746),1500.0
POINT(47.5541018 7.5850263),900.0
POINT(46.3811204 6.2386793),2300.0
POINT(46.2014035 6.1591543),715.0
POINT(47.194465 7.3931087),500.0
POINT(47.5001657 7.5925098),300.0
POINT(47.1731344 8.9723665),1050.0
POINT(47.3214601 8.5220134),1060.0
POINT(47.3304482 7.90508),2500.0
POINT(47.3896598 8.4938665),260.0
POINT(46.6115176 6.6229327),1850.0
POINT(47.2723109 8.3426161),610.0
POINT(47.6959359 8.6377327),3650.0
POINT(47.4942095 8.7173201),1206.0
POINT(46.2198653 6.1400965),3770.0
POINT(46.2514655 6.948963),1510.0
POINT(47.2439163 8.4603388),1550.0
POINT(47.2439163 8.4603388),1550.0
POINT(47.5005535 8.7259011),4150.0
POINT(46.7923838 6.6275217),10276.0
POINT(46.3952653 6.92963),140.0
POINT(47.4004248 8.4524055),135.0
POINT(47.3721626 9.1960819),2750.0
POINT(47.5611049 8.9021811),2200.0
POINT(46.2006742 6.1563341),8904.0
POINT(46.1910829 6.1314044),3200.0
POINT(46.1994022 6.0558616),3250.0
POINT(47.4829755 8.3094492),1050.0
POINT(47.4030339 8.1219349),130.0
POINT(47.4829239 8.3095557),1000.0
POINT(47.5654393 7.6064021),255.0
POINT(46.7786502 6.6218953),1835.0
POINT(46.6178334 7.0569989),700.0
POINT(46.6690176 6.7964249),1500.0
POINT(46.4531937 6.8927654),2150.0
POINT(46.511916 6.4910446),1480.0
POINT(47.3161834 7.6968653),70.0
POINT(47.5234309 7.6739959),479.0
POINT(47.4521921 7.1542146),1500.0
POINT(46.1898075 6.1460494),100.0
POINT(47.2794233 8.7583301),1150.0
POINT(47.3720888 8.5193885),4120.0
POINT(47.6994751 8.6351821),1665.0
POINT(46.8616829 9.5348387),1500.0
POINT(46.8616829 9.5348387),750.0
POINT(46.8616829 9.5348387),279.0
POINT(46.8616829 9.5348387),9542.0
POINT(47.2856472 8.5758442),640.0
POINT(46.9718372 7.4990027),1050.0
POINT(47.5363444 7.6013132),545.0
POINT(47.2247294 8.83361),87.0
POINT(46.166602 6.102948),3684.0
POINT(47.3651763 8.5137618),2150.0
POINT(47.6795769 8.6213858),60.0
POINT(47.3927196 8.5348712),1200.0
POINT(47.469175 8.3187146),1355.0
POINT(47.5017551 8.0333228),2000.0
POINT(47.5459474 7.5497101),2080.0
POINT(47.496086 8.7553132),120.0
POINT(47.4385775 7.8096347),3500.0
POINT(47.5102007 9.4253963),910.0
POINT(47.1700012 7.5713001),790.0
POINT(47.1062842 8.6750799),200.0
POINT(47.1951482 8.7247322),1603.0
POINT(47.2015958 7.5295342),75.0
POINT(47.1852235 8.4880692),4588.0
POINT(47.3816832 8.6803737),2249.0
POINT(47.0277718 8.2986917),11458.0
POINT(47.5666688 9.1088993),260.0
POINT(47.2987621 9.0875136),222.0
POINT(46.2019465 6.1458367),4000.0
POINT(47.2965694 8.4491242),1584.0
POINT(46.569939 6.8245568),400.0
POINT(47.5376173 7.6043319),220.0
POINT(47.1847941 8.0194212),84.0
POINT(46.8795712 7.5606555),2400.0
POINT(47.0951849 8.3644867),165.0
POINT(46.5763829 6.6047125),150.0
POINT(46.5763829 6.6047125),150.0
POINT(46.5544318 6.5723628),1170.0
POINT(46.5544318 6.5723628),455.0
POINT(46.5955974 6.6079078),160.0
POINT(46.5960292 6.6085171),140.0
POINT(46.5955974 6.6079078),140.0
POINT(46.5955974 6.6079078),140.0
POINT(47.0087494 7.0230949),1100.0
POINT(46.5188613 6.516989),180.0
POINT(46.8288588 6.9521655),734.0
POINT(46.5188613 6.516989),190.0
POINT(46.5275366 6.5926368),100.0
POINT(46.5275366 6.5926368),1000.0
POINT(46.3527805 6.9320808),770.0
POINT(46.5275366 6.5926368),200.0
POINT(46.3527805 6.9320808),100.0
POINT(46.390011 6.928662),170.0
POINT(46.1060615 7.0981379),1000.0
POINT(46.5766369 6.6310524),890.0
POINT(46.5766369 6.6310524),160.0
POINT(46.7606876 6.6449552),105.0
POINT(46.8288588 6.9521655),700.0
POINT(46.8196171 6.5030119),85.0
POINT(46.8196171 6.5030119),585.0
POINT(46.8196171 6.5030119),250.0
POINT(46.8196171 6.5030119),585.0
POINT(46.8196171 6.5030119),585.0
